RMS,Mean,MA1,MA2,MA3,F1,F2,F3,FailureID
12890.79,7516.39,45,37,36,703.12,1531.25,765.62,1
13091.57,7676.55,46,38,37,703.12,1539.06,1875,1
13071.56,7705.6,47,41,39,703.12,1718.75,601.56,1
12906.65,7696.56,50,41,41,703.12,812.5,1195.31,1
13214.41,7791.48,39,32,32,703.12,320.31,812.5,1
12816.54,7530.59,49,41,40,703.12,1375,171.87,1
12832.76,7453.49,43,35,34,703.12,1851.56,1398.44,1
12963.56,7702,41,32,32,703.12,992.19,1015.63,1
12849.87,7520.9,45,36,34,703.12,1523.44,140.62,1
12882.16,7593.42,44,36,35,695.31,1429.69,531.25,1
12969.67,7576.89,48,39,38,703.12,875,1382.81,1
13083.59,7694.19,43,34,34,703.12,812.5,1460.94,1
12951.85,7594.84,44,37,35,703.12,1476.56,1351.56,1
12978.3,7546.69,48,42,42,703.12,1125,1156.25,1
12987.29,7636.68,50,39,39,703.12,671.87,1257.81,1
12901.8,7563.13,57,49,49,703.12,804.69,828.12,1
13022.2,7578.18,42,35,34,703.12,1750,968.75,1
12846.44,7581.97,54,47,44,703.12,1742.19,156.25,1
12728.25,7511.81,50,42,42,703.12,226.56,515.62,1
12881.88,7514.89,54,45,45,703.12,1695.31,1976.56,1
13056.71,7677.9,44,38,37,703.12,1953.12,1687.5,1
12950.91,7647.47,45,36,35,703.12,1828.12,1171.88,1
12893.82,7481.25,49,38,38,703.12,320.31,421.87,1
12969.27,7544.99,40,35,33,695.31,140.62,843.75,1
12915.56,7542.67,55,47,46,703.12,1648.44,1531.25,1
13217.92,7750.62,48,42,41,703.12,406.25,960.94,1
12855.7,7549.07,48,40,40,703.12,1820.31,1914.06,1
12904.38,7614.35,45,38,38,703.12,1234.38,1476.56,1
12774.84,7500.36,42,37,37,695.31,1867.19,1960.94,1
13190.46,7706.25,42,35,35,695.31,1335.94,1476.56,1
12995.12,7694.13,46,38,37,695.31,1304.69,1585.94,1
12933.23,7580.94,39,32,31,703.12,1570.31,1328.13,1
13211.04,7765.66,54,45,45,703.12,726.56,1328.13,1
13003.35,7600.17,43,38,37,703.12,1296.88,445.31,1
12819.92,7531.3,52,46,45,695.31,335.94,1343.75,1
13060.27,7708.16,47,43,41,703.12,1820.31,1351.56,1
13173.22,7600.98,50,44,41,695.31,1140.63,117.19,1
12958.03,7579.69,43,39,37,695.31,1687.5,1484.37,1
12948.68,7606.77,54,50,48,703.12,1671.87,968.75,1
13081,7575.06,42,32,32,703.12,250,484.37,1
13142.18,7622.2,45,38,37,695.31,1421.87,859.37,1
13162.88,7750.74,57,49,49,703.12,1015.63,1171.88,1
12638.13,7495.49,55,44,43,703.12,1242.19,1929.69,1
13111.04,7642.38,47,43,40,695.31,1976.56,335.94,1
12891.26,7696.03,51,45,44,703.12,1328.13,70.31,1
13118.85,7759.84,48,38,38,703.12,953.12,1710.94,1
12875.21,7522.09,45,38,35,695.31,1906.25,359.37,1
13024.6,7617.35,47,40,39,695.31,1953.12,468.75,1
13277.93,7750.06,47,37,37,703.12,1203.13,1367.19,1
12864.66,7491.7,58,46,46,703.12,1023.44,1125,1
12984.59,7514.19,53,43,42,703.12,1171.88,1726.56,1
13012.7,7643.9,52,41,41,703.12,812.5,1265.63,1
12969.98,7571.1,49,42,40,703.12,1257.81,617.19,1
13171.89,7661.22,53,44,42,695.31,1460.94,742.19,1
13093,7617.61,43,33,33,703.12,46.88,804.69,1
13007.71,7635.91,46,38,38,703.12,312.5,1375,1
12955.33,7725.85,44,36,34,703.12,1304.69,289.06,1
12709.11,7563.45,46,38,35,703.12,1976.56,921.87,1
12919.4,7606.55,56,46,46,703.12,1226.56,1257.81,1
13028.72,7556.73,46,39,38,703.12,1523.44,789.06,1
12498.69,7466.09,47,38,38,703.12,1101.56,1937.5,1
12823.41,7528.97,44,36,35,703.12,1476.56,62.5,1
12904.89,7589.74,43,34,33,703.12,593.75,1156.25,1
12854.63,7768.99,46,36,35,703.12,1273.44,1062.5,1
12981.92,7587.1,60,51,51,703.12,1492.19,1796.87,1
13213.98,7778.06,53,46,44,703.12,1039.06,1937.5,1
12920.02,7593.71,53,43,42,703.12,1742.19,375,1
13039.18,7627.74,42,33,31,703.12,1851.56,257.81,1
12973.2,7574.96,57,49,49,703.12,593.75,1218.75,1
13000.8,7581.81,46,40,38,703.12,1039.06,1281.25,1
12747.02,7494.86,45,38,37,703.12,1640.62,1226.56,1
13105.31,7557.34,39,32,31,703.12,1492.19,1218.75,1
13197.77,7610.35,52,48,44,703.12,1937.5,1343.75,1
13021.27,7656.09,40,32,32,703.12,578.12,1601.56,1
13009.25,7524.87,43,37,37,703.12,609.37,796.87,1
12965.99,7599.62,44,39,38,703.12,1945.31,1476.56,1
13048.6,7611.75,50,46,44,703.12,570.31,437.5,1
13108.55,7592.2,41,39,37,703.12,1226.56,601.56,1
13065.96,7544.83,51,46,45,695.31,968.75,773.44,1
13055.86,7604.99,50,45,45,695.31,1164.06,1234.38,1
13105.85,7602.39,49,44,42,695.31,1367.19,781.25,1
13015.7,7595.24,39,31,31,703.12,1937.5,1976.56,1
13027.63,7511.73,48,41,40,703.12,773.44,960.94,1
12993.22,7484.94,49,41,40,703.12,1929.69,1023.44,1
13142.93,7693.96,39,33,31,703.12,1968.75,1890.62,1
13250.23,7603.93,49,45,43,695.31,1757.81,1273.44,1
13062.87,7657.04,45,41,41,695.31,203.12,1171.88,1
12896.5,7405.31,44,37,36,703.12,1218.75,46.88,1
13242.14,7735.09,46,42,42,695.31,609.37,1007.81,1
13230.81,7712.14,46,37,36,703.12,835.94,1773.44,1
12957.77,7464.59,45,39,38,703.12,1593.75,1304.69,1
13272.6,7650.19,44,38,35,703.12,1750,648.44,1
12937.59,7527.45,48,42,39,695.31,1710.94,1125,1
12992.69,7568.36,48,41,40,695.31,1656.25,1140.63,1
13276.23,7689.79,47,40,39,703.12,250,273.44,1
12948.19,7601.09,44,37,36,703.12,1617.19,539.06,1
13190.18,7605.6,52,45,43,703.12,328.12,609.37,1
12930.36,7577.63,44,36,35,703.12,1812.5,1476.56,1
13050.52,7515.76,57,51,49,703.12,1976.56,921.87,1
13122.13,7595.04,49,45,45,695.31,203.12,1609.37,1
13303.06,7661.14,49,44,41,703.12,1562.5,1023.44,1
12789.46,7318.1,41,35,34,703.12,1507.81,562.5,1
12847.92,7436.22,48,41,40,703.12,1562.5,617.19,1
13178.53,7546.25,45,41,37,703.12,679.69,789.06,1
13317.75,7760.94,39,38,38,1968.75,1382.81,1429.69,1
12965.88,7530.53,34,34,34,671.87,835.94,1328.13,1
12939,7495.22,40,39,39,1664.06,328.12,1554.69,1
13000.58,7537.85,57,56,55,1929.69,1007.81,640.62,1
13263.77,7684.72,48,48,46,1625,1687.5,1015.63,1
13155.38,7614.98,41,41,41,828.12,1445.31,1625,1
13068.8,7637.63,41,41,40,1804.69,1914.06,132.81,1
12927.31,7413.98,35,34,33,1164.06,1312.5,226.56,1
12979.88,7641.98,38,37,37,1671.87,1617.19,1789.06,1
12977.4,7580.72,38,38,37,765.62,1804.69,273.44,1
12959.85,7537.27,37,36,35,1320.31,1773.44,1601.56,1
12862.83,7518.25,38,36,36,1734.37,1156.25,1460.94,1
13098.36,7586.01,46,36,35,1000,125,1210.94,1
13033.29,7536.17,73,63,62,1000,1898.44,914.06,1
12805.94,7490.37,52,40,38,1000,1289.06,148.44,1
13017.74,7540.82,54,42,42,1000,1335.94,1382.81,1
12917.19,7498.8,48,35,35,1000,1179.69,1562.5,1
12817.18,7524.02,57,46,45,1000,1156.25,1171.88,2
12779.57,7509.68,46,31,31,1000,1734.37,1976.56,2
13072.49,7568.02,51,40,39,1000,1367.19,1890.62,2
13166.8,7729.83,53,40,38,1000,1695.31,1335.94,2
12843.12,7594.63,51,38,38,1000,1125,1578.12,2
13023.69,7640.53,52,40,40,1000,54.69,843.75,2
12882.2,7475.34,50,38,37,1000,484.37,1632.81,2
13052.51,7575.47,49,36,34,1000,1031.25,218.75,2
12946.67,7625.08,52,40,39,1000,554.69,1109.38,2
12831.71,7458.09,53,42,41,1000,1851.56,539.06,2
12940.21,7583.76,52,41,38,1000,1140.63,656.25,2
13226.54,7640.13,52,41,40,1000,1132.81,1546.87,2
12914.68,7533.32,52,46,43,1000,750,1875,2
12837.96,7558.15,52,44,44,1000,414.06,1726.56,2
12957.57,7655.65,43,37,36,1000,1523.44,1617.19,2
12971.44,7647.61,43,35,35,1000,625,1742.19,2
13086.77,7554.54,45,38,38,1000,1695.31,1843.75,2
12914,7594.28,45,37,37,1000,1500,1523.44,2
12939.51,7550.11,50,39,39,1000,632.81,710.94,2
13053.65,7675.73,56,46,44,1000,1750,70.31,2
13110.36,7701.72,67,55,53,1000,1593.75,320.31,2
13168.07,7705.08,52,40,38,1000,1585.94,1453.12,2
12699.05,7533.08,60,45,45,1000,289.06,320.31,2
12820.4,7449.99,56,43,42,1000,1875,734.37,2
12814.96,7520.52,54,42,41,1000,1968.75,914.06,2
12849.59,7528.69,49,37,36,1000,1960.94,1820.31,2
12839.91,7547.86,48,35,34,1000,1632.81,1953.12,2
13068.85,7570.13,50,38,37,1000,960.94,1695.31,2
12751.73,7617.91,53,40,38,1000,1687.5,1054.69,2
12885.8,7574.69,49,37,36,1000,1945.31,914.06,2
12741.67,7480.75,50,37,36,1000,1585.94,132.81,2
12915.64,7675.49,57,44,43,1000,695.31,500,2
13019.97,7532.67,67,54,54,1000,812.5,1515.62,2
12897.55,7610.77,54,41,41,1000,1679.69,1820.31,2
12900.15,7595.02,47,38,38,1000,1500,1976.56,2
12904.46,7581.13,53,43,42,1000,1070.31,1226.56,2
13068.44,7699.09,46,34,34,1000,468.75,1101.56,2
12687.25,7496.05,53,40,39,1000,335.94,117.19,2
13223.87,7751.11,49,34,34,1000,867.19,1937.5,2
12806.97,7512.47,51,38,36,1000,54.69,375,2
12920.87,7738.82,51,38,36,1000,226.56,1289.06,2
12962.9,7543.07,62,48,47,1000,1109.38,101.56,2
13130.43,7738.22,64,51,51,1000,281.25,531.25,2
13034.65,7672.1,57,44,43,1000,1101.56,578.12,2
12948.37,7558.62,47,36,36,1000,1500,1851.56,2
13100.17,7726.81,52,41,41,1000,546.87,1039.06,2
13011.6,7636.11,47,37,36,1000,851.56,23.44,2
12994.22,7636.35,47,36,36,1000,1382.81,1804.69,2
12687.93,7524.21,53,42,42,1000,1828.12,1937.5,2
12934.82,7622.49,55,48,47,1000,1773.44,468.75,2
13116.53,7780.1,55,44,43,1000,687.5,1148.44,2
12788.18,7588.34,47,36,36,1000,546.87,1632.81,2
13024.11,7655.43,44,32,32,1000,132.81,226.56,2
13016.32,7560.91,43,33,33,1000,296.87,1976.56,2
13131.1,7707.9,45,38,37,1000,726.56,1781.25,2
13047.85,7621.84,45,34,34,1000,500,593.75,2
12857.07,7698.52,39,29,28,1000,1820.31,343.75,2
13157.26,7695.8,53,42,42,1000,820.31,906.25,2
12682.98,7511.32,47,35,35,1000,125,468.75,2
12853.1,7617.23,44,34,34,1000,46.88,492.19,2
12966.44,7658.66,59,49,49,1000,976.56,1242.19,2
12931.1,7623.1,45,33,33,1000,578.12,757.81,2
13116.58,7594.78,51,40,39,1000,1554.69,398.44,2
13200.51,7704.27,46,34,34,1000,23.44,1031.25,2
12961.8,7602.84,54,43,42,1000,1718.75,515.62,2
13050.85,7638.55,47,36,34,1000,1406.25,718.75,2
12836.49,7539.5,48,36,35,1000,593.75,203.12,2
12981.08,7617.06,46,35,35,1000,234.37,578.12,2
13107.18,7794.36,54,43,41,1000,31.25,718.75,2
13059.76,7628.66,45,35,34,1000,1562.5,421.87,2
12867.82,7589.36,51,41,41,1000,1570.31,1875,2
12884.1,7624.24,57,48,47,1000,1382.81,632.81,2
13007.25,7621.79,67,58,57,1000,1585.94,453.12,2
13135.91,7643.57,50,43,42,1000,1085.94,1804.69,2
12933.37,7569.2,53,45,42,1000,1882.81,1703.12,2
12964.87,7627.98,47,40,38,1000,1937.5,1828.12,2
12816.24,7484.63,48,38,38,1000,226.56,1367.19,2
13032.24,7627.54,47,38,37,1000,1546.87,265.62,2
12999.6,7683.21,44,35,34,1000,1429.69,1835.94,2
13050.43,7659.4,63,53,52,1000,1781.25,875,2
12777.63,7498.6,52,40,40,1000,210.94,687.5,2
13123.61,7573.7,50,39,38,1000,1945.31,179.69,2
13030.43,7654.65,57,47,46,1000,1984.37,851.56,2
12669.23,7507.59,52,43,42,1000,1554.69,1031.25,2
12960.8,7601.18,61,53,52,1000,1851.56,1445.31,2
12981.74,7662.27,51,40,40,1000,867.19,937.5,2
12911.73,7531.88,52,42,41,1000,1554.69,1257.81,2
13092.21,7746.51,48,38,37,1000,1109.38,1085.94,2
12682.32,7445.53,48,36,36,1000,304.69,734.37,2
12852.25,7572.83,43,32,31,1000,1617.19,1835.94,2
12899.78,7542.49,46,35,34,1000,1906.25,828.12,2
12861.49,7495.01,52,42,41,1000,1023.44,312.5,2
12939.75,7476.72,46,35,35,1000,1765.62,1828.12,2
12972.68,7541.17,46,35,34,1000,875,390.62,2
13111.2,7773.03,55,46,44,1000,1906.25,179.69,2
12822.4,7517.4,50,41,40,1000,1898.44,1765.62,2
13018.94,7693.25,53,43,43,1000,648.44,1109.38,2
12983.95,7645.84,44,34,34,1000,1039.06,1906.25,2
12932.59,7632.11,54,45,45,1000,23.44,437.5,2
13084.32,7585.47,50,40,40,1000,898.44,1421.87,2
13023.7,7676.27,70,61,60,1000,1281.25,1773.44,2
13402.69,7762.01,42,32,32,1000,359.37,1570.31,2
12998.55,7527.05,69,58,58,1000,1070.31,1359.38,2
13129.16,7707.93,46,36,35,1000,1257.81,1281.25,2
12837.99,7538.12,41,32,31,1000,1437.5,1906.25,2
13020.82,7559.97,47,37,37,1000,468.75,1687.5,2
13104.05,7536.38,50,40,40,1000,1554.69,1906.25,2
13125.32,7625.45,54,44,44,1000,117.19,1421.87,2
13111.38,7658.04,46,37,37,1000,835.94,1835.94,2
13088.34,7660.61,51,39,39,1000,390.62,781.25,2
12834.42,7396.51,47,37,36,1000,1281.25,851.56,2
13011.23,7587.3,47,35,35,1000,585.94,1476.56,2
12887.16,7514.35,49,38,36,1000,1406.25,359.37,2
13237.68,7694.89,51,42,41,1000,1570.31,1695.31,2
13056.04,7569.63,67,58,57,1000,1562.5,1375,2
13005.72,7557.22,49,41,41,1000,195.31,210.94,2
13148.43,7609.55,42,31,31,1000,179.69,1179.69,2
12884.9,7481.38,56,45,44,1000,1445.31,828.12,2
13229.61,7640.97,48,37,36,1000,1289.06,492.19,2
13104.73,7596.89,47,37,36,1000,1929.69,695.31,2
12983.2,7588.89,52,42,41,1000,1234.38,507.81,2
12905.77,7676.08,42,32,31,1000,210.94,1664.06,2
12835.46,7553.47,62,53,53,1000,820.31,1890.62,2
13042.69,7661.05,49,41,39,1000,1859.37,1359.38,2
13226.48,7775.62,46,35,34,1000,515.62,39.06,2
13222.79,7589.39,69,58,57,1000,1882.81,1187.5,2
12955.52,7565.63,53,43,41,1000,789.06,1250,2
12945.89,7612.79,57,47,46,1000,421.87,1078.13,2
13355.59,7771.35,46,35,35,1000,945.31,1898.44,2
12779.69,7503.61,46,38,36,1000,1953.12,1484.37,2
12822.5,7544.89,49,39,38,1000,882.81,1664.06,2
12823.38,7574.33,53,43,43,1000,1257.81,1710.94,2
12843.27,7559.97,41,29,29,1000,656.25,765.62,2
12960.95,7565.36,56,49,48,1000,93.75,1312.5,2
13010.65,7624.96,52,44,43,1000,1234.38,1562.5,2
12966.85,7594.74,39,32,32,1000,1203.13,1585.94,2
13224.87,7757.79,51,43,42,1000,1671.87,375,2
12800.49,7544.41,49,42,42,1000,250,1125,2
12984.85,7589.5,42,34,33,1000,1937.5,898.44,2
13077.16,7513.97,50,41,40,1000,1695.31,1039.06,2
13124.14,7633.22,62,52,51,1000,1835.94,1445.31,2
13103.22,7684.06,46,35,34,1000,1257.81,1398.44,2
13099.76,7523.09,51,39,38,1000,1898.44,828.12,2
12734.48,7413.46,51,39,38,1000,820.31,1398.44,2
13031.09,7618.75,58,47,46,1000,1429.69,1789.06,2
12783.47,7548.23,54,43,42,1000,429.69,609.37,2
12916.75,7597.67,50,39,39,1000,1085.94,1828.12,2
13082.3,7652.13,44,36,35,1000,359.37,1289.06,2
13112.97,7700.49,44,33,32,1000,1554.69,1953.12,2
12938.51,7632.2,62,52,52,1000,1460.94,1554.69,2
12783.34,7473.82,48,37,37,1000,429.69,1664.06,2
12874.46,7494.89,48,38,37,1000,1804.69,1734.37,2
13002.81,7543.04,49,41,37,1000,1890.62,250,2
12950.46,7502.76,53,44,43,1000,1960.94,1140.63,2
13176.48,7668.47,49,40,38,1000,1882.81,898.44,2
13125.05,7616.39,51,39,39,1000,1507.81,1679.69,2
13138.96,7638.45,56,46,45,1000,1960.94,765.62,2
13070.34,7574.97,51,40,39,1000,273.44,601.56,2
12862.79,7531.23,45,37,37,1000,1187.5,1507.81,2
12819.71,7467.65,53,44,43,1000,1046.88,1601.56,2
12980.77,7691.03,51,39,39,1000,1046.88,1351.56,2
13223.11,7646.25,54,44,44,1000,109.37,1804.69,2
12928.45,7595.73,44,34,34,1000,523.44,1445.31,2
13071.88,7675.92,53,42,42,1000,1742.19,1757.81,2
13035.24,7588.38,47,36,35,1000,1156.25,437.5,2
12968.55,7648.55,51,39,39,1000,695.31,1835.94,2
13056.71,7606.09,52,42,41,1000,1679.69,1781.25,2
12939.75,7626.92,56,45,44,1000,1382.81,1984.37,2
12805.95,7598.87,56,43,42,1000,1437.5,62.5,2
12807.77,7516.37,52,40,39,1000,1421.87,773.44,2
12990.74,7672.21,48,38,36,1000,1398.44,304.69,2
13182.47,7642.7,47,35,33,1000,1453.12,1257.81,2
12773.72,7497.34,55,40,40,1000,1242.19,1523.44,2
12797.51,7533.15,51,40,37,1000,1914.06,601.56,2
13047.18,7698.26,49,35,35,1000,539.06,1679.69,2
12624.51,7495.68,59,45,45,1000,601.56,1484.37,2
12945.66,7763.08,49,37,37,1000,1585.94,1960.94,2
12911.74,7621.48,56,42,42,1000,1281.25,1312.5,2
12937.09,7569.24,50,34,34,1000,1890.62,1945.31,2
12753.4,7522.3,51,40,37,1000,921.87,1054.69,2
12999.94,7516.88,51,39,38,1000,1710.94,1859.37,2
12916.76,7573.5,48,37,36,1000,1351.56,695.31,2
13142.81,7756.97,62,51,50,1000,1984.37,835.94,2
13086.32,7638.38,53,39,39,1000,703.12,882.81,2
12853.09,7554.92,54,41,40,1000,1156.25,1523.44,2
12538.4,7445.23,64,51,51,1000,1406.25,1718.75,2
12871.87,7543.44,48,33,33,1000,1757.81,1945.31,2
12942.16,7573.14,51,38,38,1000,1023.44,1617.19,2
13097.93,7616.91,58,47,47,1000,1429.69,1632.81,2
13067.17,7619.6,55,46,44,1000,1750,1468.75,2
13076.31,7545.01,49,38,36,1000,1898.44,320.31,2
13160.4,7668.35,50,39,39,1000,718.75,1914.06,2
13073.2,7499.49,59,48,45,1000,1359.38,1750,2
12865.57,7562.07,51,37,37,1000,1460.94,1687.5,2
12895.35,7479.64,48,36,34,1000,1507.81,1539.06,2
13008.49,7555.02,50,36,35,1000,1648.44,203.12,2
12936.17,7536.47,50,37,36,1000,695.31,648.44,2
12868.52,7456.17,53,42,40,1000,1976.56,1117.19,2
13165.41,7623.15,61,49,48,1000,1968.75,1906.25,2
13170.38,7657.08,47,33,33,1000,234.37,570.31,2
12887.67,7506.76,50,37,37,1000,93.75,609.37,2
13017.25,7607.53,49,38,38,1000,1664.06,1953.12,2
13120.41,7627.03,60,49,49,1000,1460.94,1773.44,2
13273.63,7610.19,46,36,35,1000,1812.5,585.94,2
13217.19,7581.33,46,33,33,1000,820.31,1218.75,2
12988.03,7531.57,43,35,33,1000,945.31,1398.44,2
13039.36,7517.45,53,42,41,1000,1585.94,1546.87,2
13263.93,7705.5,44,36,34,1000,1906.25,687.5,2
13396.94,7762.47,41,39,38,1718.75,1812.5,54.69,2
13071.47,7633.73,34,34,33,1476.56,1523.44,1750,2
13315.19,7781.66,49,49,49,1218.75,1765.62,1953.12,2
13010.73,7642.98,38,38,38,1218.75,1453.12,1742.19,2
